ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,STEDTID,GlossInSource
apatani-61_night-1,,apatani,61_night,*ya-n,*ya-n,,,Zhang2019,2784,,,,,
apatani-62_nose-1,,apatani,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
apatani-62_nose-2,,apatani,62_nose,*bu(k/ŋ),*bu(k/ŋ),,,Zhang2019,806,,,,,
apatani-63_not-1,,apatani,63_not,*maŋ,*maŋ,,,Zhang2019,6449,,,,,
apatani-64_one-1,,apatani,64_one,*kon,*kon,,,Zhang2019,6383,,,,,
apatani-65_path-1,,apatani,65_path,*lam,*lam,,,Zhang2019,1017,,,,,
apatani-67_rain-1,,apatani,67_rain,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
apatani-67_rain-2,,apatani,67_rain,*doŋ,*doŋ,,,Zhang2019,3570,,,,,
apatani-68_red-1,,apatani,68_red,*lɯŋ,*lɯŋ,,,Zhang2019,6137,,,,,
apatani-73_see-1,,apatani,73_see,*kaŋ,*kaŋ,,,Zhang2019,6373,,,,,
apatani-74_seed-1,,apatani,74_seed,*li,*li,,,Zhang2019,3560,,,,,
apatani-75_sit-1,,apatani,75_sit,*m-(t/d)u(ŋ/k),*m-(t/d)u(ŋ/k),,,Zhang2019,1906,,,,,
apatani-76_skin-1,,apatani,76_skin,*s/r-kawk ⪤ *s/r-kwak,*s/r-kawk ⪤ *s/r-kwak,,,Zhang2019,586,,,,,
apatani-76_skin-2,,apatani,76_skin,*kwa,*kwa,,,Zhang2019,589,,,,,
apatani-76_skin-3,,apatani,76_skin,*rjo,*rjo,,,Zhang2019,599,,,,,
apatani-77_sleep-1,,apatani,77_sleep,*r/s-mwəy,*r/s-mwəy,,,Zhang2019,130,,,,,
apatani-79_smoke-1,,apatani,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
apatani-80_stand-1,,apatani,80_stand,*dak,*dak,,,Zhang2019,6286,,,,,
apatani-81_star-1,,apatani,81_star,*s-kar,*s-kar,,,Zhang2019,2300,,,,,
apatani-82_stone-1,,apatani,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
apatani-83_sun-1,,apatani,83_sun,*s-nəy,*s-nəy,,,Zhang2019,85,,,,,
apatani-85_tail-1,,apatani,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
apatani-87_this-1,,apatani,87_this,*si,*si,,,Zhang2019,6595,,,,,
apatani-88_tongue-1,,apatani,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
apatani-89_tooth-1,,apatani,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
apatani-90_tree-1,,apatani,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
apatani-91_two-1,,apatani,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
apatani-92_walk-1,,apatani,92_walk,*in,*in,,,Zhang2019,6347,,,,,
apatani-93_water-1,,apatani,93_water,*si,*si,,,Zhang2019,189,,,,,
apatani-96_white-1,,apatani,96_white,*pu(n/ŋ),*pu(n/ŋ),,,Zhang2019,6097,,,,,
apatani-98_woman-1,,apatani,98_woman,*n(y)u,*n(y)u,,,Zhang2019,1621,,,,,
apatani-98_woman-2,,apatani,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
idu-3_bark-1,,idu,3_bark,*kwa,*kwa,,,Zhang2019,589,,,,,
idu-3_bark-2,,idu,3_bark,*p(r/y)a,*p(r/y)a,,,Zhang2019,792,,,,,
idu-4_belly-1,,idu,4_belly,*pwa(ŋ/n),*pwa(ŋ/n),,,Zhang2019,2111,,,,,
idu-4_belly-2,,idu,4_belly,*(g/b)rwat,*(g/b)rwat,,,Zhang2019,2112,,,,,
idu-6_bird-1,,idu,6_bird,*b(y/r)a,*b(y/r)a,,,Zhang2019,2187,,,,,
idu-7_bite-1,,idu,7_bite,*twak,*twak,,,Zhang2019,1799,,,,,
idu-8_black-1,,idu,8_black,*s-ma(ŋ/k),*s-ma(ŋ/k),,,Zhang2019,6130,,,,,
idu-9_blood-1,,idu,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
idu-10_bone-1,,idu,10_bone,*g-r(w/y)a(ŋ/k),*g-r(w/y)a(ŋ/k),,,Zhang2019,238,,,,,
idu-10_bone-2,,idu,10_bone,*m-bwaŋ,*m-bwaŋ,,,Zhang2019,1469,,,,,
idu-10_bone-3,,idu,10_bone,*s/m/g-rus,*s/m/g-rus,,,Zhang2019,232,,,,,
idu-11_breasts-1,,idu,11_breasts,*s-nəw,*s-nəw,,,Zhang2019,253,,,,,
idu-11_breasts-2,,idu,11_breasts,*m-bawŋ,*m-bawŋ,,,Zhang2019,3461,,,,,
idu-13_claw-1,,idu,13_claw,*g(y)aŋ ⪤ *g(w)aŋ,*g(y)aŋ ⪤ *g(w)aŋ,,,Zhang2019,510,,,,,
idu-14_cloud-1,,idu,14_cloud,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
idu-17_die-1,,idu,17_die,*səy,*səy,,,Zhang2019,27,,,,,
idu-18_dog-1,,idu,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
idu-19_drink-1,,idu,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
idu-21_ear-1,,idu,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
idu-21_ear-2,,idu,21_ear,*l-kwaŋ,*l-kwaŋ,,,Zhang2019,817,,,,,
idu-23_eat-1,,idu,23_eat,*h(w)a-k,*h(w)a-k,,,Zhang2019,3414,,,,,
idu-24_egg-1,,idu,24_egg,*m/s-tow,*m/s-tow,,,Zhang2019,1609,,,,,
idu-24_egg-2,,idu,24_egg,*dz(y)u,*dz(y)u,,,Zhang2019,3436,,,,,
idu-25_eye-1,,idu,25_eye,*b-lum,*b-lum,,,Zhang2019,1427,,,,,
idu-26_feather-1,,idu,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
idu-28_fish-1,,idu,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
idu-29_flesh-1,,idu,29_flesh,*bre-ŋ,*bre-ŋ,,,Zhang2019,37,,,,,
idu-31_foot-1,,idu,31_foot,*r-kya-ŋ,*r-kya-ŋ,,,Zhang2019,338,,,,,
idu-32_full-1,,idu,32_full,*l-(t/d)yam,*l-(t/d)yam,,,Zhang2019,132,,,,,
idu-32_full-2,,idu,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
idu-34_good-1,,idu,34_good,*pra,*pra,,,Zhang2019,2567,,,,,
idu-37_hair-1,,idu,37_hair,*m-twaŋ,*m-twaŋ,,,Zhang2019,371,,,,,
idu-38_hand-1,,idu,38_hand,*m-brwaŋ,*m-brwaŋ,,,Zhang2019,236,,,,,
idu-38_hand-2,,idu,38_hand,*d-yak,*d-yak,,,Zhang2019,699,,,,,
idu-38_hand-3,,idu,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
idu-39_head-1,,idu,39_head,*m/s-gaw,*m/s-gaw,,,Zhang2019,386,,,,,
idu-39_head-2,,idu,39_head,*k-lu,*k-lu,,,Zhang2019,1221,,,,,
idu-42_horn-1,,idu,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
idu-44_i-1,,idu,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
idu-50_liver-1,,idu,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
idu-55_moon-1,,idu,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
idu-57_mouth-1,,idu,57_mouth,*ku(w),*ku(w),,,Zhang2019,468,,,,,
idu-57_mouth-2,,idu,57_mouth,*(b/p)i,*(b/p)i,,,Zhang2019,2096,,,,,
idu-59_neck-1,,idu,59_neck,*bran ⪤ *pwat,*bran ⪤ *pwat,,,Zhang2019,484,,,,,
idu-59_neck-2,,idu,59_neck,*s(y)a(m/ŋ),*s(y)a(m/ŋ),,,Zhang2019,498,,,,,
idu-62_nose-1,,idu,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
idu-62_nose-2,,idu,62_nose,*bu(k/ŋ),*bu(k/ŋ),,,Zhang2019,806,,,,,
idu-65_path-1,,idu,65_path,*lam,*lam,,,Zhang2019,1017,,,,,
idu-67_rain-1,,idu,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
idu-73_see-1,,idu,73_see,*m/s-twaŋ,*m/s-twaŋ,,,Zhang2019,1402,,,,,
idu-74_seed-1,,idu,74_seed,*li,*li,,,Zhang2019,3560,,,,,
idu-76_skin-1,,idu,76_skin,*kwa,*kwa,,,Zhang2019,589,,,,,
idu-76_skin-2,,idu,76_skin,*p(r/y)a,*p(r/y)a,,,Zhang2019,792,,,,,
idu-77_sleep-1,,idu,77_sleep,*g-(d)z(i/u)m,*g-(d)z(i/u)m,,,Zhang2019,128,,,,,
idu-77_sleep-2,,idu,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
idu-82_stone-1,,idu,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
idu-85_tail-1,,idu,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
idu-85_tail-2,,idu,85_tail,*mu(n/ŋ),*mu(n/ŋ),,,Zhang2019,411,,,,,
idu-88_tongue-1,,idu,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
idu-89_tooth-1,,idu,89_tooth,*dārhā,*dārhā,,,Zhang2019,2814,,,,,
idu-89_tooth-2,,idu,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
idu-89_tooth-3,,idu,89_tooth,*twaŋ,*twaŋ,,,Zhang2019,3316,,,,,
idu-89_tooth-4,,idu,89_tooth,*gam,*gam,,,Zhang2019,630,,,,,
idu-90_tree-1,,idu,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
idu-98_woman-1,,idu,98_woman,*mi,*mi,,,Zhang2019,1618,,,,,
darangtaraon-6_bird-1,,darangtaraon,6_bird,*b(y/r)a,*b(y/r)a,,,Zhang2019,2187,,,,,
darangtaraon-8_black-1,,darangtaraon,8_black,*s-ma(ŋ/k),*s-ma(ŋ/k),,,Zhang2019,6130,,,,,
darangtaraon-9_blood-1,,darangtaraon,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
darangtaraon-10_bone-1,,darangtaraon,10_bone,*m-bwaŋ,*m-bwaŋ,,,Zhang2019,1469,,,,,
darangtaraon-10_bone-2,,darangtaraon,10_bone,*s-ri(p/m),*s-ri(p/m),,,Zhang2019,554,,,,,
darangtaraon-10_bone-3,,darangtaraon,10_bone,*s/m/g-rus,*s/m/g-rus,,,Zhang2019,232,,,,,
darangtaraon-10_bone-4,,darangtaraon,10_bone,*g-du(ŋ),*g-du(ŋ),,,Zhang2019,241,,,,,
darangtaraon-13_claw-1,,darangtaraon,13_claw,*m-tsyey,*m-tsyey,,,Zhang2019,515,,,,,
darangtaraon-13_claw-2,,darangtaraon,13_claw,*bra-n,*bra-n,,,Zhang2019,329,,,,,
darangtaraon-13_claw-3,,darangtaraon,13_claw,*s-lyaŋ,*s-lyaŋ,,,Zhang2019,507,,,,,
darangtaraon-14_cloud-1,,darangtaraon,14_cloud,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
darangtaraon-17_die-1,,darangtaraon,17_die,*səy,*səy,,,Zhang2019,27,,,,,
darangtaraon-18_dog-1,,darangtaraon,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
darangtaraon-19_drink-1,,darangtaraon,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
darangtaraon-21_ear-1,,darangtaraon,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
darangtaraon-23_eat-1,,darangtaraon,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
darangtaraon-24_egg-1,,darangtaraon,24_egg,*d(w)əy,*d(w)əy,,,Zhang2019,300,,,,,
darangtaraon-25_eye-1,,darangtaraon,25_eye,*b-lum,*b-lum,,,Zhang2019,1427,,,,,
darangtaraon-26_feather-1,,darangtaraon,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
darangtaraon-29_flesh-1,,darangtaraon,29_flesh,*bre-ŋ,*bre-ŋ,,,Zhang2019,37,,,,,
darangtaraon-29_flesh-2,,darangtaraon,29_flesh,*ta(m)-,*ta(m)-,,,Zhang2019,47,,,,,
darangtaraon-30_fly-1,,darangtaraon,30_fly,*(p/b)yam,*(p/b)yam,,,Zhang2019,2588,,,,,
darangtaraon-31_foot-1,,darangtaraon,31_foot,*m-pa,*m-pa,,,Zhang2019,341,,,,,
darangtaraon-31_foot-2,,darangtaraon,31_foot,*r-kwa(ŋ),*r-kwa(ŋ),,,Zhang2019,5621,,,,,
darangtaraon-32_full-1,,darangtaraon,32_full,*l-(t/d)yam,*l-(t/d)yam,,,Zhang2019,132,,,,,
darangtaraon-32_full-2,,darangtaraon,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
darangtaraon-34_good-1,,darangtaraon,34_good,*pra,*pra,,,Zhang2019,2567,,,,,
darangtaraon-37_hair-1,,darangtaraon,37_hair,*m-twaŋ,*m-twaŋ,,,Zhang2019,371,,,,,
darangtaraon-37_hair-2,,darangtaraon,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
darangtaraon-38_hand-1,,darangtaraon,38_hand,*m-brwaŋ,*m-brwaŋ,,,Zhang2019,236,,,,,
darangtaraon-38_hand-2,,darangtaraon,38_hand,*d-yak,*d-yak,,,Zhang2019,699,,,,,
darangtaraon-38_hand-3,,darangtaraon,38_hand,*g-raŋ,*g-raŋ,,,Zhang2019,720,,,,,
darangtaraon-39_head-1,,darangtaraon,39_head,*(p/b)wa(ŋ),*(p/b)wa(ŋ),,,Zhang2019,388,,,,,
darangtaraon-39_head-2,,darangtaraon,39_head,*k-lu,*k-lu,,,Zhang2019,1221,,,,,
darangtaraon-40_hear-1,,darangtaraon,40_hear,*s-ta-s ⪤ *ta-n,*s-ta-s ⪤ *ta-n,,,Zhang2019,1408,,,,,
darangtaraon-41_heart-1,,darangtaraon,41_heart,*sey,*sey,,,Zhang2019,1019,,,,,
darangtaraon-42_horn-1,,darangtaraon,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
darangtaraon-42_horn-2,,darangtaraon,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
darangtaraon-44_i-1,,darangtaraon,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
darangtaraon-45_kill-1,,darangtaraon,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
darangtaraon-48_leaf-1,,darangtaraon,48_leaf,*s-nas,*s-nas,,,Zhang2019,402,,,,,
darangtaraon-58_name-1,,darangtaraon,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
darangtaraon-59_neck-1,,darangtaraon,59_neck,*bran ⪤ *pwat,*bran ⪤ *pwat,,,Zhang2019,484,,,,,
darangtaraon-59_neck-2,,darangtaraon,59_neck,*k/s-raw(k/ŋ) ⪤ *k-rwa(k/ŋ),*k/s-raw(k/ŋ) ⪤ *k-rwa(k/ŋ),,,Zhang2019,489,,,,,
darangtaraon-59_neck-3,,darangtaraon,59_neck,*s-ŋwa(ŋ/k),*s-ŋwa(ŋ/k),,,Zhang2019,483,,,,,
darangtaraon-59_neck-4,,darangtaraon,59_neck,*ka,*ka,,,Zhang2019,494,,,,,
darangtaraon-62_nose-1,,darangtaraon,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
darangtaraon-62_nose-2,,darangtaraon,62_nose,*bu(k/ŋ),*bu(k/ŋ),,,Zhang2019,806,,,,,
darangtaraon-65_path-1,,darangtaraon,65_path,*lam,*lam,,,Zhang2019,1017,,,,,
darangtaraon-67_rain-1,,darangtaraon,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
darangtaraon-67_rain-2,,darangtaraon,67_rain,*doŋ,*doŋ,,,Zhang2019,3570,,,,,
darangtaraon-73_see-1,,darangtaraon,73_see,*m/s-twaŋ,*m/s-twaŋ,,,Zhang2019,1402,,,,,
darangtaraon-75_sit-1,,darangtaraon,75_sit,*du,*du,,,Zhang2019,3602,,,,,
darangtaraon-76_skin-1,,darangtaraon,76_skin,*s-graw,*s-graw,,,Zhang2019,585,,,,,
darangtaraon-76_skin-2,,darangtaraon,76_skin,*kwa,*kwa,,,Zhang2019,589,,,,,
darangtaraon-77_sleep-1,,darangtaraon,77_sleep,*r/s-mwəy,*r/s-mwəy,,,Zhang2019,130,,,,,
darangtaraon-78_small-1,,darangtaraon,78_small,*ya,*ya,,,Zhang2019,549,,,,,
darangtaraon-82_stone-1,,darangtaraon,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
darangtaraon-83_sun-1,,darangtaraon,83_sun,*r(i/u)ŋ,*r(i/u)ŋ,,,Zhang2019,6225,,,,,
darangtaraon-85_tail-1,,darangtaraon,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
darangtaraon-86_that-1,,darangtaraon,86_that,*wa-n,*wa-n,,,Zhang2019,5739,,,,,
darangtaraon-88_tongue-1,,darangtaraon,88_tongue,*s-lyam,*s-lyam,,,Zhang2019,625,,,,,
darangtaraon-89_tooth-1,,darangtaraon,89_tooth,*b/k-(l)aŋ,*b/k-(l)aŋ,,,Zhang2019,1728,,,,,
darangtaraon-90_tree-1,,darangtaraon,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
darangtaraon-98_woman-1,,darangtaraon,98_woman,*mow,*mow,,,Zhang2019,1620,,,,,
thado-2_ash-1,,thado,2_ash,*pʷut ⪤ *hwut,*pʷut ⪤ *hwut,,,Zhang2019,3514,,,,,
thado-5_big-1,,thado,5_big,"*lian-II, lianʔ-II","*lian-II, lianʔ-II",,,Zhang2019,4992,,,,,
thado-6_bird-1,,thado,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
thado-7_bite-1,,thado,7_bite,"*pet-I, peʔ-II","*pet-I, peʔ-II",,,Zhang2019,4124,,,,,
thado-8_black-1,,thado,8_black,*wom,*wom,,,Zhang2019,5135,,,,,
thado-9_blood-1,,thado,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
thado-9_blood-2,,thado,9_blood,*t(y)a-n ⪤ *tsa-n,*t(y)a-n ⪤ *tsa-n,,,Zhang2019,5721,,,,,
thado-10_bone-1,,thado,10_bone,*s/m/g-rus,*s/m/g-rus,,,Zhang2019,232,,,,,
thado-12_burn-1,,thado,12_burn,*(k/g)a(ː)ŋ,*(k/g)a(ː)ŋ,,,Zhang2019,119,,,,,
thado-13_claw-1,,thado,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
thado-14_cloud-1,,thado,14_cloud,*mway,*mway,,,Zhang2019,4758,,,,,
thado-15_cold-1,,thado,15_cold,*wut,*wut,,,Zhang2019,5140,,,,,
thado-15_cold-2,,thado,15_cold,*sʰik,*sʰik,,,Zhang2019,4687,,,,,
thado-16_come-1,,thado,16_come,*huŋ,*huŋ,,,Zhang2019,4706,,,,,
thado-17_die-1,,thado,17_die,*səy,*səy,,,Zhang2019,27,,,,,
thado-18_dog-1,,thado,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
thado-19_drink-1,,thado,19_drink,*ɗoon,*ɗoon,,,Zhang2019,4077,,,,,
thado-20_dry-1,,thado,20_dry,*s-raw,*s-raw,,,Zhang2019,19,,,,,
thado-22_earth-1,,thado,22_earth,*m-l(e/ə)y,*m-l(e/ə)y,,,Zhang2019,2453,,,,,
thado-23_eat-1,,thado,23_eat,"*nee-I, neek-II","*nee-I, neek-II",,,Zhang2019,4813,,,,,
thado-24_egg-1,,thado,24_egg,*d(w)əy,*d(w)əy,,,Zhang2019,300,,,,,
thado-25_eye-1,,thado,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
thado-27_fire-1,,thado,27_fire,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
thado-27_fire-2,,thado,27_fire,*mey,*mey,,,Zhang2019,2136,,,,,
thado-28_fish-1,,thado,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
thado-30_fly-1,,thado,30_fly,"*leeŋ-I, leen-II","*leeŋ-I, leen-II",,,Zhang2019,5021,,,,,
thado-31_foot-1,,thado,31_foot,*r-kya-ŋ,*r-kya-ŋ,,,Zhang2019,338,,,,,
thado-32_full-1,,thado,32_full,*kim,*kim,,,Zhang2019,4268,,,,,
thado-32_full-2,,thado,32_full,*l-(t/d)yam,*l-(t/d)yam,,,Zhang2019,132,,,,,
thado-33_give-1,,thado,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
thado-34_good-1,,thado,34_good,*pra,*pra,,,Zhang2019,2567,,,,,
thado-37_hair-1,,thado,37_hair,*(t)sam,*(t)sam,,,Zhang2019,366,,,,,
thado-38_hand-1,,thado,38_hand,*k(r)u-t,*k(r)u-t,,,Zhang2019,712,,,,,
thado-38_hand-2,,thado,38_hand,*ban,*ban,,,Zhang2019,745,,,,,
thado-38_hand-3,,thado,38_hand,*k(w)ay,*k(w)ay,,,Zhang2019,739,,,,,
thado-39_head-1,,thado,39_head,*k-lu,*k-lu,,,Zhang2019,1221,,,,,
thado-41_heart-1,,thado,41_heart,*m-lu(ŋ/m),*m-lu(ŋ/m),,,Zhang2019,1381,,,,,
thado-42_horn-1,,thado,42_horn,*r-ki,*r-ki,,,Zhang2019,2012,,,,,
thado-43_hot-1,,thado,43_hot,*tsa-t ⪤ *dza-t,*tsa-t ⪤ *dza-t,,,Zhang2019,1844,,,,,
thado-44_i-1,,thado,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
thado-45_kill-1,,thado,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
thado-46_knee-1,,thado,46_knee,*m-kuː(k/ŋ),*m-kuː(k/ŋ),,,Zhang2019,1251,,,,,
thado-47_know-1,,thado,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
thado-48_leaf-1,,thado,48_leaf,*s-nas,*s-nas,,,Zhang2019,402,,,,,
thado-50_liver-1,,thado,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
thado-51_long-1,,thado,51_long,*saaw,*saaw,,,Zhang2019,4661,,,,,
thado-52_louse-1,,thado,52_louse,*s-r(y)ik,*s-r(y)ik,,,Zhang2019,2609,,,,,
thado-54_many-1,,thado,54_many,*tam,*tam,,,Zhang2019,4170,,,,,
thado-55_moon-1,,thado,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
thado-56_mountain-1,,thado,56_mountain,*klaaŋ,*klaaŋ,,,Zhang2019,5263,,,,,
thado-57_mouth-1,,thado,57_mouth,*r-ka(ː)m,*r-ka(ː)m,,,Zhang2019,454,,,,,
thado-58_name-1,,thado,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
thado-59_neck-1,,thado,59_neck,*s-ŋwa(ŋ/k),*s-ŋwa(ŋ/k),,,Zhang2019,483,,,,,
thado-60_new-1,,thado,60_new,*g-sar,*g-sar,,,Zhang2019,2651,,,,,
thado-61_night-1,,thado,61_night,*ya-n,*ya-n,,,Zhang2019,2784,,,,,
thado-62_nose-1,,thado,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
thado-63_not-1,,thado,63_not,*law,*law,,,Zhang2019,5035,,,,,
thado-64_one-1,,thado,64_one,*kat,*kat,,,Zhang2019,2301,,,,,
thado-65_path-1,,thado,65_path,*lam,*lam,,,Zhang2019,1017,,,,,
thado-66_person-1,,thado,66_person,*r-mi(y)-n,*r-mi(y)-n,,,Zhang2019,1002,,,,,
thado-67_rain-1,,thado,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
thado-68_red-1,,thado,68_red,*t(y)a-n ⪤ *tsa-n,*t(y)a-n ⪤ *tsa-n,,,Zhang2019,5721,,,,,
thado-69_root-1,,thado,69_root,*s-nyuŋ ⪤ *s-m-yuŋ ⪤ *s-m-yuw,*s-nyuŋ ⪤ *s-m-yuŋ ⪤ *s-m-yuw,,,Zhang2019,320,,,,,
thado-70_round-1,,thado,70_round,*ɓeem,*ɓeem,,,Zhang2019,4019,,,,,
thado-70_round-2,,thado,70_round,*s-lum,*s-lum,,,Zhang2019,690,,,,,
thado-71_sand-1,,thado,71_sand,*neel,*neel,,,Zhang2019,4831,,,,,
thado-73_see-1,,thado,73_see,"*hmuu-I, hmuʔ-II","*hmuu-I, hmuʔ-II",,,Zhang2019,4880,,,,,
thado-74_seed-1,,thado,74_seed,*dzəy,*dzəy,,,Zhang2019,3559,,,,,
thado-74_seed-2,,thado,74_seed,*s-mu,*s-mu,,,Zhang2019,685,,,,,
thado-75_sit-1,,thado,75_sit,*m-tow,*m-tow,,,Zhang2019,3594,,,,,
thado-76_skin-1,,thado,76_skin,*pʷ(i/u)(l/n),*pʷ(i/u)(l/n),,,Zhang2019,591,,,,,
thado-77_sleep-1,,thado,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
thado-78_small-1,,thado,78_small,"*θaa-I, θaat-II","*θaa-I, θaat-II",,,Zhang2019,4628,,,,,
thado-78_small-2,,thado,78_small,*neew,*neew,,,Zhang2019,4834,,,,,
thado-79_smoke-1,,thado,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
thado-80_stand-1,,thado,80_stand,"*ɗiŋ-I, ɗin-II","*ɗiŋ-I, ɗin-II",,,Zhang2019,4108,,,,,
thado-81_star-1,,thado,81_star,*s-kar,*s-kar,,,Zhang2019,2300,,,,,
thado-82_stone-1,,thado,82_stone,*suaŋ,*suaŋ,,,Zhang2019,4677,,,,,
thado-85_tail-1,,thado,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
thado-88_tongue-1,,thado,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
thado-89_tooth-1,,thado,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
thado-90_tree-1,,thado,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
