ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,STEDTID,GlossInSource
thulung-23_eat-1,,thulung,23_eat,*ʔam,*ʔam,,,Zhang2019,487,,,,,
thulung-24_egg-1,,thulung,24_egg,*d(i/u)l,*d(i/u)l,,,Zhang2019,1181,,,,,
thulung-25_eye-1,,thulung,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
thulung-28_fish-1,,thulung,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
thulung-29_flesh-1,,thulung,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
thulung-31_foot-1,,thulung,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
thulung-31_foot-2,,thulung,31_foot,*laŋ,*laŋ,,,Zhang2019,3580,,,,,
thulung-33_give-1,,thulung,33_give,*ya-k,*ya-k,,,Zhang2019,3549,,,,,
thulung-35_grease-1,,thulung,35_grease,*tsow-s,*tsow-s,,,Zhang2019,42,,,,,
thulung-37_hair-1,,thulung,37_hair,*(t)sam,*(t)sam,,,Zhang2019,366,,,,,
thulung-38_hand-1,,thulung,38_hand,*lak,*lak,,,Zhang2019,695,,,,,
thulung-39_head-1,,thulung,39_head,*d-bu-s,*d-bu-s,,,Zhang2019,385,,,,,
thulung-40_hear-1,,thulung,40_hear,*s-ta-s ⪤ *ta-n,*s-ta-s ⪤ *ta-n,,,Zhang2019,1408,,,,,
thulung-41_heart-1,,thulung,41_heart,*d-puːk,*d-puːk,,,Zhang2019,164,,,,,
thulung-41_heart-2,,thulung,41_heart,*trwa,*trwa,,,Zhang2019,1382,,,,,
thulung-42_horn-1,,thulung,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
thulung-44_i-1,,thulung,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
thulung-45_kill-1,,thulung,45_kill,*g/s-ma-t/n,*g/s-ma-t/n,,,Zhang2019,1860,,,,,
thulung-45_kill-2,,thulung,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
thulung-46_knee-1,,thulung,46_knee,*s-gyi-t,*s-gyi-t,,,Zhang2019,437,,,,,
thulung-46_knee-2,,thulung,46_knee,*m-kuː(k/ŋ),*m-kuː(k/ŋ),,,Zhang2019,1251,,,,,
thulung-50_liver-1,,thulung,50_liver,*s-diŋ,*s-diŋ,,,Zhang2019,1387,,,,,
thulung-57_mouth-1,,thulung,57_mouth,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,686,,,,,
thulung-58_name-1,,thulung,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
thulung-59_neck-1,,thulung,59_neck,*g/m-liŋ,*g/m-liŋ,,,Zhang2019,479,,,,,
thulung-62_nose-1,,thulung,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
thulung-65_path-1,,thulung,65_path,*lam,*lam,,,Zhang2019,1017,,,,,
thulung-67_rain-1,,thulung,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
thulung-75_sit-1,,thulung,75_sit,*m-ba,*m-ba,,,Zhang2019,3599,,,,,
thulung-76_skin-1,,thulung,76_skin,*d(y)al,*d(y)al,,,Zhang2019,448,,,,,
thulung-76_skin-2,,thulung,76_skin,*s/r-kawk ⪤ *s/r-kwak,*s/r-kawk ⪤ *s/r-kwak,,,Zhang2019,586,,,,,
thulung-77_sleep-1,,thulung,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
thulung-79_smoke-1,,thulung,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
thulung-81_star-1,,thulung,81_star,*swar,*swar,,,Zhang2019,3575,,,,,
thulung-82_stone-1,,thulung,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
thulung-85_tail-1,,thulung,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
thulung-88_tongue-1,,thulung,88_tongue,*s-lyam,*s-lyam,,,Zhang2019,625,,,,,
thulung-89_tooth-1,,thulung,89_tooth,*s/p-wa,*s/p-wa,,,Zhang2019,632,,,,,
thulung-89_tooth-2,,thulung,89_tooth,*s-k-lu,*s-k-lu,,,Zhang2019,1322,,,,,
thulung-89_tooth-3,,thulung,89_tooth,*gam,*gam,,,Zhang2019,630,,,,,
thulung-90_tree-1,,thulung,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
thulung-91_two-1,,thulung,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
thulung-98_woman-1,,thulung,98_woman,*mow,*mow,,,Zhang2019,1620,,,,,
sunwar-3_bark-1,,sunwar,3_bark,*pʷ(i/u)(l/n),*pʷ(i/u)(l/n),,,Zhang2019,591,,,,,
sunwar-7_bite-1,,sunwar,7_bite,*k(r/w)ap,*k(r/w)ap,,,Zhang2019,1763,,,,,
sunwar-7_bite-2,,sunwar,7_bite,*g-(r/l)(y)at,*g-(r/l)(y)at,,,Zhang2019,1147,,,,,
sunwar-9_blood-1,,sunwar,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
sunwar-10_bone-1,,sunwar,10_bone,*s/m/g-rus,*s/m/g-rus,,,Zhang2019,232,,,,,
sunwar-18_dog-1,,sunwar,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
sunwar-19_drink-1,,sunwar,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
sunwar-21_ear-1,,sunwar,21_ear,*r-pak,*r-pak,,,Zhang2019,821,,,,,
sunwar-21_ear-2,,sunwar,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
sunwar-23_eat-1,,sunwar,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
sunwar-24_egg-1,,sunwar,24_egg,*pu,*pu,,,Zhang2019,1654,,,,,
sunwar-25_eye-1,,sunwar,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
sunwar-29_flesh-1,,sunwar,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
sunwar-30_fly-1,,sunwar,30_fly,*byar ⪤ *p(i/u)r,*byar ⪤ *p(i/u)r,,,Zhang2019,2189,,,,,
sunwar-31_foot-1,,sunwar,31_foot,*la,*la,,,Zhang2019,350,,,,,
sunwar-31_foot-2,,sunwar,31_foot,*li,*li,,,Zhang2019,342,,,,,
sunwar-37_hair-1,,sunwar,37_hair,*(t)sam,*(t)sam,,,Zhang2019,366,,,,,
sunwar-38_hand-1,,sunwar,38_hand,*k(r)u-t,*k(r)u-t,,,Zhang2019,712,,,,,
sunwar-39_head-1,,sunwar,39_head,*pil,*pil,,,Zhang2019,1242,,,,,
sunwar-41_heart-1,,sunwar,41_heart,*m-lu(ŋ/m),*m-lu(ŋ/m),,,Zhang2019,1381,,,,,
sunwar-42_horn-1,,sunwar,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
sunwar-44_i-1,,sunwar,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
sunwar-46_knee-1,,sunwar,46_knee,*s-gyi-t,*s-gyi-t,,,Zhang2019,437,,,,,
sunwar-46_knee-2,,sunwar,46_knee,*put-s ⪤ *pit-s,*put-s ⪤ *pit-s,,,Zhang2019,436,,,,,
sunwar-50_liver-1,,sunwar,50_liver,*s-diŋ,*s-diŋ,,,Zhang2019,1387,,,,,
sunwar-55_moon-1,,sunwar,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
sunwar-57_mouth-1,,sunwar,57_mouth,*m-ts(y)ul,*m-ts(y)ul,,,Zhang2019,442,,,,,
sunwar-59_neck-1,,sunwar,59_neck,*syur,*syur,,,Zhang2019,3364,,,,,
sunwar-62_nose-1,,sunwar,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
sunwar-63_not-1,,sunwar,63_not,*ma,*ma,,,Zhang2019,2436,,,,,
sunwar-64_one-1,,sunwar,64_one,*kat,*kat,,,Zhang2019,2301,,,,,
sunwar-67_rain-1,,sunwar,67_rain,*r/s/g-wa,*r/s/g-wa,,,Zhang2019,2080,,,,,
sunwar-73_see-1,,sunwar,73_see,*l-ta-s/t,*l-ta-s/t,,,Zhang2019,5405,,,,,
sunwar-76_skin-1,,sunwar,76_skin,*pʷ(i/u)(l/n),*pʷ(i/u)(l/n),,,Zhang2019,591,,,,,
sunwar-76_skin-2,,sunwar,76_skin,*kwa,*kwa,,,Zhang2019,589,,,,,
sunwar-77_sleep-1,,sunwar,77_sleep,*s-y(i/u)p,*s-y(i/u)p,,,Zhang2019,127,,,,,
sunwar-79_smoke-1,,sunwar,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
sunwar-82_stone-1,,sunwar,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
sunwar-83_sun-1,,sunwar,83_sun,*g-nam,*g-nam,,,Zhang2019,2484,,,,,
sunwar-85_tail-1,,sunwar,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
sunwar-88_tongue-1,,sunwar,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
sunwar-89_tooth-1,,sunwar,89_tooth,*s-k-lu,*s-k-lu,,,Zhang2019,1322,,,,,
sunwar-91_two-1,,sunwar,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
chepang-4_belly-1,,chepang,4_belly,*d-puːk,*d-puːk,,,Zhang2019,164,,,,,
chepang-6_bird-1,,chepang,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
chepang-9_blood-1,,chepang,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
chepang-10_bone-1,,chepang,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
chepang-11_breasts-1,,chepang,11_breasts,*wa,*wa,,,Zhang2019,3464,,,,,
chepang-12_burn-1,,chepang,12_burn,*hwam,*hwam,,,Zhang2019,3609,,,,,
chepang-13_claw-1,,chepang,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
chepang-14_cloud-1,,chepang,14_cloud,*r-məw,*r-məw,,,Zhang2019,2473,,,,,
chepang-15_cold-1,,chepang,15_cold,*s-nyak,*s-nyak,,,Zhang2019,3567,,,,,
chepang-16_come-1,,chepang,16_come,*hwaŋ,*hwaŋ,,,Zhang2019,1812,,,,,
chepang-16_come-2,,chepang,16_come,*rik,*rik,,,Zhang2019,5619,,,,,
chepang-17_die-1,,chepang,17_die,*səy,*səy,,,Zhang2019,27,,,,,
chepang-18_dog-1,,chepang,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
chepang-19_drink-1,,chepang,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
chepang-21_ear-1,,chepang,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
chepang-23_eat-1,,chepang,23_eat,*ka-y/w/m,*ka-y/w/m,,,Zhang2019,1707,,,,,
chepang-23_eat-2,,chepang,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
chepang-24_egg-1,,chepang,24_egg,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
chepang-24_egg-2,,chepang,24_egg,*pʷum,*pʷum,,,Zhang2019,304,,,,,
chepang-25_eye-1,,chepang,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
chepang-26_feather-1,,chepang,26_feather,*pap,*pap,,,Zhang2019,756,,,,,
chepang-28_fish-1,,chepang,28_fish,*s-ŋya,*s-ŋya,,,Zhang2019,1455,,,,,
chepang-29_flesh-1,,chepang,29_flesh,*mey,*mey,,,Zhang2019,39,,,,,
chepang-31_foot-1,,chepang,31_foot,*la,*la,,,Zhang2019,350,,,,,
chepang-32_full-1,,chepang,32_full,*l-(t/d)yam,*l-(t/d)yam,,,Zhang2019,132,,,,,
chepang-32_full-2,,chepang,32_full,*(p/b)liŋ,*(p/b)liŋ,,,Zhang2019,111,,,,,
chepang-33_give-1,,chepang,33_give,*s-bəy-n/k,*s-bəy-n/k,,,Zhang2019,2158,,,,,
chepang-35_grease-1,,chepang,35_grease,*tsow-s,*tsow-s,,,Zhang2019,42,,,,,
chepang-37_hair-1,,chepang,37_hair,*mum,*mum,,,Zhang2019,2058,,,,,
chepang-38_hand-1,,chepang,38_hand,*k(r)u-t,*k(r)u-t,,,Zhang2019,712,,,,,
chepang-39_head-1,,chepang,39_head,*p-laŋ,*p-laŋ,,,Zhang2019,392,,,,,
chepang-40_hear-1,,chepang,40_hear,*s-ta-s ⪤ *ta-n,*s-ta-s ⪤ *ta-n,,,Zhang2019,1408,,,,,
chepang-41_heart-1,,chepang,41_heart,*m-lu(ŋ/m),*m-lu(ŋ/m),,,Zhang2019,1381,,,,,
chepang-42_horn-1,,chepang,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
chepang-44_i-1,,chepang,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
chepang-45_kill-1,,chepang,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
chepang-47_know-1,,chepang,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
chepang-48_leaf-1,,chepang,48_leaf,*s-la,*s-la,,,Zhang2019,786,,,,,
chepang-50_liver-1,,chepang,50_liver,*m-lu(ŋ/m),*m-lu(ŋ/m),,,Zhang2019,1381,,,,,
chepang-50_liver-2,,chepang,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
chepang-55_moon-1,,chepang,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
chepang-57_mouth-1,,chepang,57_mouth,*s-muk,*s-muk,,,Zhang2019,687,,,,,
chepang-57_mouth-2,,chepang,57_mouth,*dwa(ː)ŋ,*dwa(ː)ŋ,,,Zhang2019,822,,,,,
chepang-58_name-1,,chepang,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
chepang-59_neck-1,,chepang,59_neck,*s/m-key-k,*s/m-key-k,,,Zhang2019,481,,,,,
chepang-59_neck-2,,chepang,59_neck,*l-kwak,*l-kwak,,,Zhang2019,486,,,,,
chepang-61_night-1,,chepang,61_night,*ya-n,*ya-n,,,Zhang2019,2784,,,,,
chepang-62_nose-1,,chepang,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
chepang-63_not-1,,chepang,63_not,*ma,*ma,,,Zhang2019,2436,,,,,
chepang-64_one-1,,chepang,64_one,*ʔit ⪤ *yat,*ʔit ⪤ *yat,,,Zhang2019,2277,,,,,
chepang-67_rain-1,,chepang,67_rain,*g-nam,*g-nam,,,Zhang2019,2484,,,,,
chepang-70_round-1,,chepang,70_round,*s/m-kwar,*s/m-kwar,,,Zhang2019,5748,,,,,
chepang-75_sit-1,,chepang,75_sit,*m-tsu-ŋ,*m-tsu-ŋ,,,Zhang2019,3591,,,,,
chepang-75_sit-2,,chepang,75_sit,*s-mu,*s-mu,,,Zhang2019,1234,,,,,
chepang-76_skin-1,,chepang,76_skin,*pʷ(i/u)(l/n),*pʷ(i/u)(l/n),,,Zhang2019,591,,,,,
chepang-76_skin-2,,chepang,76_skin,*rjo,*rjo,,,Zhang2019,599,,,,,
chepang-77_sleep-1,,chepang,77_sleep,*m/s-nyal,*m/s-nyal,,,Zhang2019,129,,,,,
chepang-79_smoke-1,,chepang,79_smoke,*kəw-n/t,*kəw-n/t,,,Zhang2019,2361,,,,,
chepang-81_star-1,,chepang,81_star,*s-kar,*s-kar,,,Zhang2019,2300,,,,,
chepang-82_stone-1,,chepang,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
chepang-83_sun-1,,chepang,83_sun,*g-nam,*g-nam,,,Zhang2019,2484,,,,,
chepang-85_tail-1,,chepang,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
chepang-88_tongue-1,,chepang,88_tongue,*m/s-lay ⪤ *s-ley,*m/s-lay ⪤ *s-ley,,,Zhang2019,621,,,,,
chepang-89_tooth-1,,chepang,89_tooth,*s-wik,*s-wik,,,Zhang2019,631,,,,,
chepang-90_tree-1,,chepang,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
chepang-91_two-1,,chepang,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
chepang-92_walk-1,,chepang,92_walk,*s-wa,*s-wa,,,Zhang2019,2774,,,,,
chepang-93_water-1,,chepang,93_water,*m-t(w)əy-n ⪤ *m-ti-s,*m-t(w)əy-n ⪤ *m-ti-s,,,Zhang2019,298,,,,,
chepang-99_yellow-1,,chepang,99_yellow,*hwa(ː)r ⪤ *yar,*hwa(ː)r ⪤ *yar,,,Zhang2019,5683,,,,,
chepang-100_you-1,,chepang,100_you,*na-ŋ,*na-ŋ,,,Zhang2019,2489,,,,,
magar-4_belly-1,,magar,4_belly,*d-puːk,*d-puːk,,,Zhang2019,164,,,,,
magar-6_bird-1,,magar,6_bird,*w(a/u),*w(a/u),,,Zhang2019,1603,,,,,
magar-9_blood-1,,magar,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
magar-10_bone-1,,magar,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
magar-17_die-1,,magar,17_die,*səy,*səy,,,Zhang2019,27,,,,,
magar-18_dog-1,,magar,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
magar-21_ear-1,,magar,21_ear,*kyap,*kyap,,,Zhang2019,823,,,,,
magar-23_eat-1,,magar,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
magar-24_egg-1,,magar,24_egg,*s-row,*s-row,,,Zhang2019,1172,,,,,
magar-25_eye-1,,magar,25_eye,*s-mik,*s-mik,,,Zhang2019,682,,,,,
magar-29_flesh-1,,magar,29_flesh,*sya-n,*sya-n,,,Zhang2019,34,,,,,
magar-33_give-1,,magar,33_give,*ya-k,*ya-k,,,Zhang2019,3549,,,,,
magar-35_grease-1,,magar,35_grease,*saːw,*saːw,,,Zhang2019,60,,,,,
magar-35_grease-2,,magar,35_grease,*s-mar,*s-mar,,,Zhang2019,1470,,,,,
magar-37_hair-1,,magar,37_hair,*(t)sam,*(t)sam,,,Zhang2019,366,,,,,
magar-37_hair-2,,magar,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
magar-42_horn-1,,magar,42_horn,*m/g-(r)wa-ŋ/k/t,*m/g-(r)wa-ŋ/k/t,,,Zhang2019,814,,,,,
magar-44_i-1,,magar,44_i,*ŋa-y ⪤ *ka,*ŋa-y ⪤ *ka,,,Zhang2019,2530,,,,,
magar-45_kill-1,,magar,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
magar-48_leaf-1,,magar,48_leaf,*s-lap,*s-lap,,,Zhang2019,824,,,,,
magar-48_leaf-2,,magar,48_leaf,*s-la,*s-la,,,Zhang2019,786,,,,,
magar-55_moon-1,,magar,55_moon,*s-ŋʷ(y)a-t,*s-ŋʷ(y)a-t,,,Zhang2019,3577,,,,,
magar-57_mouth-1,,magar,57_mouth,*s-ŋyar,*s-ŋyar,,,Zhang2019,2099,,,,,
magar-58_name-1,,magar,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
magar-59_neck-1,,magar,59_neck,*ka,*ka,,,Zhang2019,494,,,,,
magar-61_night-1,,magar,61_night,*g-nam,*g-nam,,,Zhang2019,2484,,,,,
magar-62_nose-1,,magar,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
magar-63_not-1,,magar,63_not,*ma,*ma,,,Zhang2019,2436,,,,,
magar-64_one-1,,magar,64_one,*kat,*kat,,,Zhang2019,2301,,,,,
magar-75_sit-1,,magar,75_sit,*s-mu,*s-mu,,,Zhang2019,1234,,,,,
magar-77_sleep-1,,magar,77_sleep,*r/s-mwəy,*r/s-mwəy,,,Zhang2019,130,,,,,
magar-81_star-1,,magar,81_star,*s-kar,*s-kar,,,Zhang2019,2300,,,,,
magar-82_stone-1,,magar,82_stone,*r-lu(ŋ/k),*r-lu(ŋ/k),,,Zhang2019,1269,,,,,
magar-83_sun-1,,magar,83_sun,*m-ka-n,*m-ka-n,,,Zhang2019,697,,,,,
magar-83_sun-2,,magar,83_sun,*g-nam,*g-nam,,,Zhang2019,2484,,,,,
magar-85_tail-1,,magar,85_tail,*r-may ⪤ *m-ray,*r-may ⪤ *m-ray,,,Zhang2019,1288,,,,,
magar-88_tongue-1,,magar,88_tongue,*s/m-l(y)a-t,*s/m-l(y)a-t,,,Zhang2019,623,,,,,
magar-89_tooth-1,,magar,89_tooth,*dārhā,*dārhā,,,Zhang2019,2814,,,,,
magar-89_tooth-2,,magar,89_tooth,*s-wik,*s-wik,,,Zhang2019,631,,,,,
magar-90_tree-1,,magar,90_tree,*si(ŋ/k),*si(ŋ/k),,,Zhang2019,2658,,,,,
magar-91_two-1,,magar,91_two,*g/s-ni-s,*g/s-ni-s,,,Zhang2019,2504,,,,,
magar-93_water-1,,magar,93_water,*m-t(w)əy-n ⪤ *m-ti-s,*m-t(w)əy-n ⪤ *m-ti-s,,,Zhang2019,298,,,,,
magar-99_yellow-1,,magar,99_yellow,*hwa(ː)r ⪤ *yar,*hwa(ː)r ⪤ *yar,,,Zhang2019,5683,,,,,
pumiqinghua-2_ash-1,,pumiqinghua,2_ash,*la,*la,,,Zhang2019,5606,,,,,
pumiqinghua-5_big-1,,pumiqinghua,5_big,*ta-y,*ta-y,,,Zhang2019,2697,,,,,
pumiqinghua-8_black-1,,pumiqinghua,8_black,*s-nak,*s-nak,,,Zhang2019,2483,,,,,
pumiqinghua-9_blood-1,,pumiqinghua,9_blood,*s-hywəy-t,*s-hywəy-t,,,Zhang2019,230,,,,,
pumiqinghua-10_bone-1,,pumiqinghua,10_bone,*s-rus,*s-rus,,,Zhang2019,234,,,,,
pumiqinghua-13_claw-1,,pumiqinghua,13_claw,*m-(t)syen,*m-(t)syen,,,Zhang2019,512,,,,,
pumiqinghua-14_cloud-1,,pumiqinghua,14_cloud,*s-dim,*s-dim,,,Zhang2019,5656,,,,,
pumiqinghua-17_die-1,,pumiqinghua,17_die,*səy,*səy,,,Zhang2019,27,,,,,
pumiqinghua-18_dog-1,,pumiqinghua,18_dog,*d-kʷəy-n,*d-kʷəy-n,,,Zhang2019,1764,,,,,
pumiqinghua-19_drink-1,,pumiqinghua,19_drink,*m/s-tuŋ,*m/s-tuŋ,,,Zhang2019,502,,,,,
pumiqinghua-20_dry-1,,pumiqinghua,20_dry,*gru ⪤ *grwa,*gru ⪤ *grwa,,,Zhang2019,1001,,,,,
pumiqinghua-21_ear-1,,pumiqinghua,21_ear,*r/g-na,*r/g-na,,,Zhang2019,811,,,,,
pumiqinghua-21_ear-2,,pumiqinghua,21_ear,*m-tsywa-(k/ŋ),*m-tsywa-(k/ŋ),,,Zhang2019,816,,,,,
pumiqinghua-21_ear-3,,pumiqinghua,21_ear,*s-nam,*s-nam,,,Zhang2019,3605,,,,,
pumiqinghua-22_earth-1,,pumiqinghua,22_earth,*ts(y)a,*ts(y)a,,,Zhang2019,5671,,,,,
pumiqinghua-23_eat-1,,pumiqinghua,23_eat,*m-dz(y)a-k/n/t/s,*m-dz(y)a-k/n/t/s,,,Zhang2019,36,,,,,
pumiqinghua-24_egg-1,,pumiqinghua,24_egg,*m/s-tow,*m/s-tow,,,Zhang2019,1609,,,,,
pumiqinghua-25_eye-1,,pumiqinghua,25_eye,*s-myak,*s-myak,,,Zhang2019,681,,,,,
pumiqinghua-26_feather-1,,pumiqinghua,26_feather,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
pumiqinghua-27_fire-1,,pumiqinghua,27_fire,*mey,*mey,,,Zhang2019,2136,,,,,
pumiqinghua-28_fish-1,,pumiqinghua,28_fish,*r-dzwa,*r-dzwa,,,Zhang2019,5673,,,,,
pumiqinghua-30_fly-1,,pumiqinghua,30_fly,*(p/b)yam,*(p/b)yam,,,Zhang2019,2588,,,,,
pumiqinghua-31_foot-1,,pumiqinghua,31_foot,*krəy,*krəy,,,Zhang2019,335,,,,,
pumiqinghua-32_full-1,,pumiqinghua,32_full,*s/k-wa,*s/k-wa,,,Zhang2019,1833,,,,,
pumiqinghua-37_hair-1,,pumiqinghua,37_hair,*s/r-mul ⪤ *s-mil ⪤ *s-myal,*s/r-mul ⪤ *s-mil ⪤ *s-myal,,,Zhang2019,363,,,,,
pumiqinghua-38_hand-1,,pumiqinghua,38_hand,*yak,*yak,,,Zhang2019,696,,,,,
pumiqinghua-39_head-1,,pumiqinghua,39_head,*m/s-gaw,*m/s-gaw,,,Zhang2019,386,,,,,
pumiqinghua-41_heart-1,,pumiqinghua,41_heart,*s-diŋ,*s-diŋ,,,Zhang2019,1387,,,,,
pumiqinghua-42_horn-1,,pumiqinghua,42_horn,*d-krəw,*d-krəw,,,Zhang2019,819,,,,,
pumiqinghua-45_kill-1,,pumiqinghua,45_kill,*g/b-sat,*g/b-sat,,,Zhang2019,1018,,,,,
pumiqinghua-47_know-1,,pumiqinghua,47_know,*syey-s,*syey-s,,,Zhang2019,2670,,,,,
pumiqinghua-48_leaf-1,,pumiqinghua,48_leaf,*r-pak,*r-pak,,,Zhang2019,821,,,,,
pumiqinghua-50_liver-1,,pumiqinghua,50_liver,*m-sin,*m-sin,,,Zhang2019,1390,,,,,
pumiqinghua-52_louse-1,,pumiqinghua,52_louse,*s-r(y)ik,*s-r(y)ik,,,Zhang2019,2609,,,,,
pumiqinghua-55_moon-1,,pumiqinghua,55_moon,*s/g-la,*s/g-la,,,Zhang2019,1016,,,,,
pumiqinghua-57_mouth-1,,pumiqinghua,57_mouth,*m/s-k(w)a-y,*m/s-k(w)a-y,,,Zhang2019,273,,,,,
pumiqinghua-58_name-1,,pumiqinghua,58_name,*r-mi(ŋ/n),*r-mi(ŋ/n),,,Zhang2019,2450,,,,,
pumiqinghua-59_neck-1,,pumiqinghua,59_neck,*gwaŋ,*gwaŋ,,,Zhang2019,3361,,,,,
pumiqinghua-60_new-1,,pumiqinghua,60_new,*g-sik,*g-sik,,,Zhang2019,6178,,,,,
pumiqinghua-61_night-1,,pumiqinghua,61_night,*s-r(y)ak,*s-r(y)ak,,,Zhang2019,2636,,,,,
pumiqinghua-62_nose-1,,pumiqinghua,62_nose,*s-na ⪤ *s-naːr,*s-na ⪤ *s-naːr,,,Zhang2019,803,,,,,
pumiqinghua-62_nose-2,,pumiqinghua,62_nose,*(k/g)ywaŋ,*(k/g)ywaŋ,,,Zhang2019,809,,,,,
